0.320000,3.333330,13022436
0.877462,0.052881,13043051
1.387939,1.851845,13063283
1.892065,1.534414,13083530
2.344125,2.698469,13103731
2.718725,4.021215,13123927
2.970789,6.243372,13144158
3.076815,8.730268,13164356
3.152999,8.730268,13184587
3.117439,11.058271,13204788
3.000609,12.169392,13224990
2.834890,12.910134,13245191
2.482502,16.613869,13265410
2.227894,13.650884,13285613
2.011381,13.597962,13305811
1.810741,13.280511,13326013
1.601212,13.545067,13346221
1.408825,13.121784,13366455
1.239296,12.751412,13386652
1.074211,12.751412,13406855
0.926905,12.381029,13427047
0.753565,13.015985,13447279
0.537052,13.756704,13467511
0.415776,11.587405,13487721
0.345930,11.058259,13507956
0.310371,10.476255,13528158
0.317353,9.735489,13548353
0.373857,8.888960,13568556
0.595441,5.661416,13588782
0.749089,7.883644,13609000
0.901465,7.354593,13629232
1.047493,7.619095,13649438
1.157329,8.306980,13669635
1.271611,8.042383,13689823
1.383991,8.148146,13710022
1.495100,8.148193,13730219
1.672239,6.772566,13750457
1.865885,6.772566,13770659
1.917310,9.735513,13790860
1.788416,12.751401,13811070
1.719840,10.740811,13831273
1.662694,11.005359,13851474
1.615070,10.740812,13871670
1.651892,9.047675,13891903
1.630301,10.687888,13912137
1.563630,11.217005,13932343
1.401720,13.068879,13952540
1.265842,12.063575,13972741
1.175044,11.375726,13992942
1.087421,11.481560,14013139
1.011225,11.217010,14033337
0.950905,10.952425,14053536
0.964872,9.470916,14073736
0.872170,12.063551,14093936
0.822008,10.529160,14114139
0.863909,8.994770,14134336
0.898826,9.523869,14154559
0.932472,9.418082,14174764
0.964848,9.470987,14194960
1.072781,7.883644,14215161
1.154047,8.836055,14235357
1.221344,8.888960,14255585
1.300707,8.624363,14275793
1.314672,10.052967,14295990
1.352127,9.206438,14316185
1.402282,9.153509,14336380
1.455614,9.100533,14356580
1.509582,9.100533,14376809
1.510214,10.211706,14397012
1.502591,10.105885,14417208
1.313379,13.915438,14437425
1.256232,10.211708,14457621
1.215593,10.793725,14477821
1.175589,10.634986,14498022
1.129871,10.793713,14518223
1.127962,9.841335,14538463
1.109545,10.423350,14558662
1.048588,11.164100,14578861
1.052394,9.629691,14599083
1.072072,9.682608,14619285
1.078418,9.947157,14639508
1.081588,9.947157,14659736
1.094916,9.735537,14679935
1.080309,10.370445,14700139
1.154591,8.359838,14720338
1.174269,10.000086,14740541
1.176803,9.947181,14760741
1.019973,13.280511,14780937
1.000920,9.576797,14801140
1.016155,9.788418,14821333
1.039008,9.576774,14841565
1.079640,9.259319,14861793
1.131699,9.100604,14881986
1.175501,9.312296,14902186
1.163437,10.423279,14922381
1.196450,9.206390,14942609
1.228828,9.523869,14962837
1.282795,8.994722,14983039
1.343112,8.994722,15003242
1.372950,9.629684,15023443
1.382470,9.894246,15043639
1.470086,8.201111,15063838
1.491669,10.000074,15084044
1.481506,10.211709,15104247
1.341819,12.857224,15124452
1.371021,8.677313,15144649
1.356414,10.634983,15164848
1.331012,10.370451,15185047
1.301166,10.529184,15205245
1.340528,9.047675,15225446
1.334174,10.370445,15245642
1.238297,11.904824,15265836
1.205277,10.211719,15286063
1.195115,10.158766,15306268
1.139874,11.111164,15326469
1.118918,10.158801,15346672
1.086532,10.634995,15366873
1.061132,10.370421,15387076
0.977953,11.640286,15407313
0.955727,10.052991,15427515
0.947468,10.158801,15447709
0.955719,9.788418,15467940
0.991271,9.312224,15488141
1.040156,9.153509,15508336
1.083328,9.312201,15528539
1.137294,9.047651,15548739
1.186816,9.206390,15568936
1.226813,9.365129,15589161
1.193794,10.846615,15609382
1.142997,10.846615,15629584
1.150612,9.629697,15649814
1.160132,9.894246,15670018
1.250287,8.148199,15690210
1.302982,9.365139,15710416
1.315677,9.894249,15730612
1.215355,12.116477,15750834
1.174715,10.317534,15771059
1.191219,9.576797,15791287
1.206453,9.788412,15811488
1.206450,10.052973,15831714
1.210889,9.894264,15851946
1.235012,9.523881,15872138
1.245802,9.894240,15892348
1.275005,9.418047,15912546
1.274366,10.158801,15932741
1.038804,14.867830,15952945
1.046418,8.624411,15973135
1.192448,7.301617,15993360
1.212127,10.264611,16013557
1.196249,10.264635,16033789
1.193070,10.000086,16054020
1.193064,10.000086,16074231
1.182903,10.211682,16094465
1.170202,10.211682,16114669
1.180356,9.735537,16134872
1.036224,13.068867,16155077
1.111140,7.672024,16175318
1.149232,9.788418,16195511
1.281291,7.301664,16215738
1.339064,9.470987,16235957
1.370804,9.470987,16256192
1.366991,10.211706,16276385
1.427939,8.677310,16296610
1.441269,10.052979,16316840
1.430471,10.211708,16337064
1.303482,12.592678,16357270
1.234271,10.793725,16377478
1.204426,10.423329,16397681
1.196804,10.052967,16417881
1.178387,10.370445,16438081
1.156160,10.370451,16458282
1.136473,10.317529,16478513
1.119961,10.264624,16498717
1.119322,9.947145,16518917
