0.354185,3.068781,13022435
0.630771,0.052905,13043053
0.690276,2.328062,13063282
0.915063,0.582004,13083491
1.081479,0.582004,13103688
1.193821,1.640201,13123930
1.284759,2.751350,13144132
1.345250,4.074097,13164337
1.420219,4.656124,13184539
1.482200,5.291057,13204737
1.503224,6.507945,13224937
1.532483,7.142901,13245128
1.507262,8.624411,13265334
1.534273,8.571506,13285531
1.548699,8.783150,13305756
1.559388,8.994746,13325977
1.536594,9.788418,13346201
1.529517,10.000086,13366429
1.518702,10.211706,13386649
1.496033,10.582113,13406881
1.485747,10.582113,13427082
1.437611,11.322826,13447292
1.341236,12.751412,13467493
1.379137,11.058274,13487693
1.371253,10.846630,13507888
1.342774,11.111185,13528087
1.309620,11.375742,13548291
1.304237,11.005369,13568494
1.278361,11.164100,13588698
1.144236,13.386315,13608893
1.214177,10.846639,13629096
1.215439,10.529184,13649334
1.203386,10.582078,13669540
1.168767,11.058271,13689735
1.158179,10.899532,13709934
1.096321,11.799002,13730131
0.991530,13.227630,13750331
1.069687,10.582042,13770530
1.162142,8.571482,13790758
1.092754,10.423350,13810959
1.085273,10.423350,13831158
1.077792,10.423350,13851361
1.213610,7.619071,13871563
1.125901,10.158801,13891760
1.114985,10.317516,13911957
1.122893,10.052967,13932162
1.184142,8.836031,13952355
1.150636,9.894228,13972554
1.147095,10.000086,13992783
1.147094,10.000086,14013012
1.147093,10.000068,14033214
1.149796,9.947151,14053417
1.145322,10.052982,14073620
0.947014,13.915441,14093817
1.061682,10.317526,14114019
1.077700,9.894249,14134216
1.044420,10.582092,14154410
1.061172,10.052985,14174608
1.062940,10.000062,14194806
1.103494,9.206420,14215006
0.930961,12.857223,14235234
1.056216,9.418047,14255432
1.058387,9.576786,14275657
1.079384,9.312224,14295857
1.072611,9.682608,14316085
1.178257,7.724929,14336282
1.153568,8.994770,14356480
1.144294,9.523869,14376705
1.131077,9.947157,14396933
1.129306,10.000086,14417135
0.964379,13.227582,14437332
1.091201,9.629679,14457563
1.078817,10.000086,14477758
1.084223,9.894252,14497989
1.110425,9.418058,14518210
1.123413,9.365129,14538411
1.123815,9.576797,14558610
1.152925,9.153461,14578813
1.146251,9.576797,14599002
1.164545,9.365129,14619232
1.175764,9.365129,14639461
1.162648,9.841335,14659668
1.165451,9.841335,14679861
1.170958,9.788430,14700081
1.277439,7.777825,14720294
1.178815,10.476254,14740499
