x-axis,1,EXT
second,Volt,
+28.20000E-03,+3.19190948E+00,1
+28.25000E-03,+3.20321602E+00,1
+28.30000E-03,+3.21200999E+00,1
+28.35000E-03,+3.20195973E+00,1
+28.40000E-03,+3.20321602E+00,1
+28.45000E-03,+3.22457280E+00,1
+28.50000E-03,+3.24341702E+00,1
+28.55000E-03,+3.20321602E+00,1
+28.60000E-03,+3.21452255E+00,1
+28.65000E-03,+3.22457280E+00,1
+28.70000E-03,+3.21200999E+00,1
+28.75000E-03,+3.20321602E+00,1
+28.80000E-03,+3.23211049E+00,1
+28.85000E-03,+3.22206024E+00,1
+28.90000E-03,+3.21200999E+00,1
+28.95000E-03,+108.99494E-03,1
+29.00000E-03,+16.03012E-03,1
+29.05000E-03,+5.97987E-03,1
+29.10000E-03,+36.13062E-03,1
+29.15000E-03,+27.33665E-03,1
+29.20000E-03,+27.33665E-03,1
+29.25000E-03,+67.53766E-03,1
+29.30000E-03,+3.23462305E+00,1
+29.35000E-03,+3.20195973E+00,1
+29.40000E-03,+3.20321602E+00,1
+29.45000E-03,+3.22457280E+00,1
+29.50000E-03,+3.23462305E+00,1
+29.55000E-03,+3.24216074E+00,1
+29.60000E-03,+3.21452255E+00,1
+29.65000E-03,+3.20321602E+00,1
+29.70000E-03,+3.20321602E+00,1
+29.75000E-03,+3.20321602E+00,1
+29.80000E-03,+3.20321602E+00,1
+29.85000E-03,+3.22457280E+00,1
+29.90000E-03,+3.20321602E+00,1
+29.95000E-03,+3.20321602E+00,1
+30.00000E-03,+3.17432154E+00,1
+30.05000E-03,+2.38914567E+00,1
+30.10000E-03,+85.12560E-03,1
+30.15000E-03,+67.53766E-03,1
+30.20000E-03,+303.71856E-03,1
+30.25000E-03,+8.49243E-03,1
+30.30000E-03,+36.13062E-03,1
+30.35000E-03,+105.22610E-03,1
+30.40000E-03,+2.44442205E+00,1
+30.45000E-03,+3.20321602E+00,1
+30.50000E-03,+3.20321602E+00,1
+30.55000E-03,+3.16427129E+00,1
+30.60000E-03,+3.20321602E+00,1
+30.65000E-03,+3.20321602E+00,1
+30.70000E-03,+3.17180898E+00,1
+30.75000E-03,+3.20321602E+00,1
+30.80000E-03,+3.26100496E+00,1
+30.85000E-03,+3.18185923E+00,1
+30.90000E-03,+3.21200999E+00,1
+30.95000E-03,+3.20321602E+00,1
+31.00000E-03,+3.20321602E+00,1
+31.05000E-03,+3.18185923E+00,1
+31.10000E-03,+3.23462305E+00,1
+31.15000E-03,+3.20321602E+00,1
+31.20000E-03,+67.53766E-03,1
+31.25000E-03,+724.57283E-03,1
+31.30000E-03,+58.74369E-03,1
+31.35000E-03,+27.33665E-03,1
+31.40000E-03,+27.33665E-03,1
+31.45000E-03,+48.69344E-03,1
+31.50000E-03,+27.33665E-03,1
+31.55000E-03,+3.20321602E+00,1
+31.60000E-03,+3.21452255E+00,1
+31.65000E-03,+3.22206024E+00,1
+31.70000E-03,+3.20321602E+00,1
+31.75000E-03,+3.20447230E+00,1
+31.80000E-03,+3.20321602E+00,1
+31.85000E-03,+3.20572858E+00,1
+31.90000E-03,+3.19442205E+00,1
+31.95000E-03,+3.24216074E+00,1
+32.00000E-03,+3.21452255E+00,1
+32.05000E-03,+3.20321602E+00,1
+32.10000E-03,+3.20321602E+00,1
+32.15000E-03,+3.20321602E+00,1
+32.20000E-03,+3.17432154E+00,1
+32.25000E-03,+3.22457280E+00,1
+32.30000E-03,+130.35173E-03,1
+32.35000E-03,+67.53766E-03,1
+32.40000E-03,+67.53766E-03,1
+32.45000E-03,+27.33665E-03,1
+32.50000E-03,+36.13062E-03,1
+32.55000E-03,+27.33665E-03,1
+32.60000E-03,+67.53766E-03,1
+32.65000E-03,+3.20321602E+00,1
+32.70000E-03,+3.20321602E+00,1
+32.75000E-03,+3.20321602E+00,1
+32.80000E-03,+3.21452255E+00,1
+32.85000E-03,+3.20321602E+00,1
+32.90000E-03,+3.21200999E+00,1
+32.95000E-03,+3.20321602E+00,1
+33.00000E-03,+3.23211049E+00,1
+33.05000E-03,+3.20321602E+00,1
+33.10000E-03,+3.19442205E+00,1
+33.15000E-03,+3.20321602E+00,1
+33.20000E-03,+3.20321602E+00,1
+33.25000E-03,+3.22457280E+00,1
+33.30000E-03,+3.17180898E+00,1
+33.35000E-03,+3.20321602E+00,1
+33.40000E-03,+96.43213E-03,1
+33.45000E-03,+46.18087E-03,1
+33.50000E-03,+27.33665E-03,1
+33.55000E-03,+27.33665E-03,1
+33.60000E-03,+67.53766E-03,1
+33.65000E-03,+27.33665E-03,1
+33.70000E-03,+36.13062E-03,1
+33.75000E-03,+3.20447230E+00,1
+33.80000E-03,+3.22080396E+00,1
+33.85000E-03,+3.20321602E+00,1
+33.90000E-03,+3.20321602E+00,1
+33.95000E-03,+3.20447230E+00,1
+34.00000E-03,+3.20321602E+00,1
+34.05000E-03,+3.20321602E+00,1
+34.10000E-03,+3.23462305E+00,1
+34.15000E-03,+3.20321602E+00,1
+34.20000E-03,+3.24341702E+00,1
+34.25000E-03,+3.20321602E+00,1
+34.30000E-03,+3.19442205E+00,1
+34.35000E-03,+3.20321602E+00,1
+34.40000E-03,+3.23211049E+00,1
+34.45000E-03,+3.22457280E+00,1
+34.50000E-03,+1.67809040E+00,1
+34.55000E-03,-11.60807E-03,1
+34.60000E-03,+27.33665E-03,1
+34.65000E-03,+29.84922E-03,1
+34.70000E-03,+27.33665E-03,1
+34.75000E-03,+65.02510E-03,1
+34.80000E-03,+56.23113E-03,1
+34.85000E-03,+3.16301501E+00,1
+34.90000E-03,+3.24341702E+00,1
+34.95000E-03,+3.24216074E+00,1
+35.00000E-03,+3.23211049E+00,1
+35.05000E-03,+3.22206024E+00,1
+35.10000E-03,+3.17180898E+00,1
+35.15000E-03,+3.20195973E+00,1
+35.20000E-03,+3.23211049E+00,1
+35.25000E-03,+3.24341702E+00,1
+35.30000E-03,+3.20321602E+00,1
+35.35000E-03,+3.24216074E+00,1
+35.40000E-03,+3.22080396E+00,1
+35.45000E-03,+3.20321602E+00,1
+35.50000E-03,+3.23462305E+00,1
+35.55000E-03,+3.20447230E+00,1
+35.60000E-03,+3.23211049E+00,1
+35.65000E-03,+8.49243E-03,1
+35.70000E-03,+27.33665E-03,1
+35.75000E-03,+28.59293E-03,1
+35.80000E-03,+56.23113E-03,1
+35.85000E-03,+27.33665E-03,1
+35.90000E-03,+36.13062E-03,1
+35.95000E-03,+1.45447232E+00,1
+36.00000E-03,+3.21452255E+00,1
+36.05000E-03,+3.20321602E+00,1
+36.10000E-03,+3.23462305E+00,1
+36.15000E-03,+3.20321602E+00,1
+36.20000E-03,+3.20321602E+00,1
+36.25000E-03,+3.18185923E+00,1
+36.30000E-03,+3.16301501E+00,1
+36.35000E-03,+3.20321602E+00,1
+36.40000E-03,+3.23211049E+00,1
+36.45000E-03,+3.22206024E+00,1
+36.50000E-03,+3.24341702E+00,1
+36.55000E-03,+3.32256275E+00,1
+36.60000E-03,+3.20321602E+00,1
+36.65000E-03,+3.22457280E+00,1
+36.70000E-03,+3.20321602E+00,1
+36.75000E-03,+27.33665E-03,1
+36.80000E-03,+38.64319E-03,1
+36.85000E-03,+27.33665E-03,1
+36.90000E-03,+27.33665E-03,1
+36.95000E-03,+66.28138E-03,1
+37.00000E-03,+38.64319E-03,1
+37.05000E-03,+70.05022E-03,1
+37.10000E-03,+3.20321602E+00,1
+37.15000E-03,+3.20321602E+00,1
+37.20000E-03,+3.21452255E+00,1
+37.25000E-03,+3.18185923E+00,1
+37.30000E-03,+3.20321602E+00,1
+37.35000E-03,+3.20195973E+00,1
+37.40000E-03,+3.20321602E+00,1
+37.45000E-03,+3.22457280E+00,1
+37.50000E-03,+3.22582908E+00,1
+37.55000E-03,+3.20195973E+00,1
+37.60000E-03,+3.19190948E+00,1
+37.65000E-03,+3.18185923E+00,1
+37.70000E-03,+3.20321602E+00,1
+37.75000E-03,+3.20321602E+00,1
+37.80000E-03,+3.20321602E+00,1
+37.85000E-03,+48.69344E-03,1
+37.90000E-03,+58.74369E-03,1
+37.95000E-03,+66.28138E-03,1
+38.00000E-03,+67.53766E-03,1
+38.05000E-03,+67.53766E-03,1
+38.10000E-03,+58.74369E-03,1
+38.15000E-03,+27.33665E-03,1
+38.20000E-03,+3.19190948E+00,1
+38.25000E-03,+3.20321602E+00,1
+38.30000E-03,+3.17180898E+00,1
+38.35000E-03,+3.20321602E+00,1
+38.40000E-03,+3.23211049E+00,1
+38.45000E-03,+3.20321602E+00,1
+38.50000E-03,+3.28864315E+00,1
+38.55000E-03,+3.16427129E+00,1
+38.60000E-03,+3.19190948E+00,1
+38.65000E-03,+3.18437180E+00,1
+38.70000E-03,+3.17180898E+00,1
+38.75000E-03,+3.16301501E+00,1
+38.80000E-03,+3.16301501E+00,1
+38.85000E-03,+3.18437180E+00,1
+38.90000E-03,+3.15422104E+00,1
+38.95000E-03,+1.24718589E+00,1
+39.00000E-03,+38.64319E-03,1
+39.05000E-03,+48.69344E-03,1
+39.10000E-03,+36.13062E-03,1
+39.15000E-03,+65.02510E-03,1
+39.20000E-03,+67.53766E-03,1
+39.25000E-03,+27.33665E-03,1
+39.30000E-03,+3.16301501E+00,1
+39.35000E-03,+3.20195973E+00,1
+39.40000E-03,+3.19190948E+00,1
+39.45000E-03,+3.18185923E+00,1
+39.50000E-03,+3.16301501E+00,1
+39.55000E-03,+3.20321602E+00,1
+39.60000E-03,+3.16301501E+00,1
+39.65000E-03,+3.22206024E+00,1
+39.70000E-03,+3.20321602E+00,1
+39.75000E-03,+3.24090446E+00,1
+39.80000E-03,+3.20321602E+00,1
+39.85000E-03,+3.20321602E+00,1
+39.90000E-03,+3.20321602E+00,1
+39.95000E-03,+3.20321602E+00,1
+40.00000E-03,+3.18562808E+00,1
+40.05000E-03,+3.20321602E+00,1
+40.10000E-03,+58.74369E-03,1
+40.15000E-03,+67.53766E-03,1
+40.20000E-03,+38.64319E-03,1
+40.25000E-03,+48.69344E-03,1
+40.30000E-03,+76.33163E-03,1
+40.35000E-03,+29.84922E-03,1
+40.40000E-03,+3.14542707E+00,1
+40.45000E-03,+3.18437180E+00,1
+40.50000E-03,+3.17180898E+00,1
+40.55000E-03,+3.20321602E+00,1
+40.60000E-03,+3.17432154E+00,1
+40.65000E-03,+3.20321602E+00,1
+40.70000E-03,+3.20321602E+00,1
+40.75000E-03,+3.20321602E+00,1
+40.80000E-03,+3.16301501E+00,1
+40.85000E-03,+3.20321602E+00,1
+40.90000E-03,+3.16301501E+00,1
+40.95000E-03,+3.20321602E+00,1
+41.00000E-03,+3.20321602E+00,1
+41.05000E-03,+3.20321602E+00,1
+41.10000E-03,+3.20321602E+00,1
+41.15000E-03,+3.20447230E+00,1
+41.20000E-03,+27.33665E-03,1
+41.25000E-03,+48.69344E-03,1
+41.30000E-03,+36.13062E-03,1
+41.35000E-03,+27.33665E-03,1
+41.40000E-03,-12.86435E-03,1
+41.45000E-03,+27.33665E-03,1
+41.50000E-03,+4.72359E-03,1
+41.55000E-03,+3.20447230E+00,1
+41.60000E-03,+3.19190948E+00,1
+41.65000E-03,+3.22206024E+00,1
+41.70000E-03,+3.20321602E+00,1
+41.75000E-03,+3.20321602E+00,1
+41.80000E-03,+3.20321602E+00,1
+41.85000E-03,+3.18437180E+00,1
+41.90000E-03,+3.20321602E+00,1
+41.95000E-03,+3.20321602E+00,1
+42.00000E-03,+3.19190948E+00,1
+42.05000E-03,+3.18185923E+00,1
+42.10000E-03,+3.21200999E+00,1
+42.15000E-03,+3.24216074E+00,1
+42.20000E-03,+3.17432154E+00,1
+42.25000E-03,+3.20321602E+00,1
+42.30000E-03,+338.89444E-03,1
+42.35000E-03,+26.08037E-03,1
+42.40000E-03,-1.55782E-03,1
+42.45000E-03,+67.53766E-03,1
+42.50000E-03,+36.13062E-03,1
+42.55000E-03,+66.28138E-03,1
+42.60000E-03,+56.23113E-03,1
+42.65000E-03,+3.22206024E+00,1
+42.70000E-03,+3.20321602E+00,1
+42.75000E-03,+3.20321602E+00,1
+42.80000E-03,+3.24341702E+00,1
+42.85000E-03,+3.20321602E+00,1
+42.90000E-03,+3.17180898E+00,1
+42.95000E-03,+3.24090446E+00,1
+43.00000E-03,+3.21452255E+00,1
+43.05000E-03,+3.22206024E+00,1
+43.10000E-03,+3.20321602E+00,1
+43.15000E-03,+3.24216074E+00,1
+43.20000E-03,+3.20321602E+00,1
+43.25000E-03,+3.22206024E+00,1
+43.30000E-03,+3.19442205E+00,1
+43.35000E-03,+3.20321602E+00,1
+43.40000E-03,+713.26629E-03,1
+43.45000E-03,-12.86435E-03,1
+43.50000E-03,+27.33665E-03,1
+43.55000E-03,+28.59293E-03,1
+43.60000E-03,+67.53766E-03,1
+43.65000E-03,+48.69344E-03,1
+43.70000E-03,+27.33665E-03,1
+43.75000E-03,+3.20447230E+00,1
+43.80000E-03,+3.23211049E+00,1
+43.85000E-03,+3.24341702E+00,1
+43.90000E-03,+3.20321602E+00,1
+43.95000E-03,+3.20321602E+00,1
+44.00000E-03,+3.19190948E+00,1
+44.05000E-03,+3.18185923E+00,1
+44.10000E-03,+3.24341702E+00,1
+44.15000E-03,+3.20447230E+00,1
+44.20000E-03,+3.20321602E+00,1
+44.25000E-03,+3.22206024E+00,1
+44.30000E-03,+3.24341702E+00,1
+44.35000E-03,+3.20321602E+00,1
+44.40000E-03,+3.23211049E+00,1
+44.45000E-03,+3.22206024E+00,1
+44.50000E-03,+3.20321602E+00,1
+44.55000E-03,+28.59293E-03,1
+44.60000E-03,+9.74871E-03,1
+44.65000E-03,+48.69344E-03,1
+44.70000E-03,+27.33665E-03,1
+44.75000E-03,+27.33665E-03,1
+44.80000E-03,+38.64319E-03,1
+44.85000E-03,+3.20321602E+00,1
+44.90000E-03,+3.20321602E+00,1
+44.95000E-03,+3.20321602E+00,1
+45.00000E-03,+3.20321602E+00,1
+45.05000E-03,+3.20321602E+00,1
+45.10000E-03,+3.20321602E+00,1
+45.15000E-03,+3.20321602E+00,1
+45.20000E-03,+3.20321602E+00,1
+45.25000E-03,+3.22457280E+00,1
+45.30000E-03,+3.20321602E+00,1
+45.35000E-03,+3.16427129E+00,1
+45.40000E-03,+3.20321602E+00,1
+45.45000E-03,+3.22206024E+00,1
+45.50000E-03,+3.20321602E+00,1
+45.55000E-03,+3.20321602E+00,1
+45.60000E-03,+3.21452255E+00,1
+45.65000E-03,+27.33665E-03,1
+45.70000E-03,+27.33665E-03,1
+45.75000E-03,+67.53766E-03,1
+45.80000E-03,+56.23113E-03,1
+45.85000E-03,+67.53766E-03,1
+45.90000E-03,+27.33665E-03,1
+45.95000E-03,+3.20195973E+00,1
+46.00000E-03,+3.23211049E+00,1
+46.05000E-03,+3.22206024E+00,1
+46.10000E-03,+3.20321602E+00,1
+46.15000E-03,+3.16552757E+00,1
+46.20000E-03,+3.20321602E+00,1
+46.25000E-03,+3.20070345E+00,1
+46.30000E-03,+3.19442205E+00,1
+46.35000E-03,+3.24216074E+00,1
+46.40000E-03,+3.21452255E+00,1
+46.45000E-03,+3.22206024E+00,1
+46.50000E-03,+3.20321602E+00,1
+46.55000E-03,+3.20321602E+00,1
+46.60000E-03,+3.20321602E+00,1
+46.65000E-03,+3.22457280E+00,1
+46.70000E-03,+3.21200999E+00,1
+46.75000E-03,+27.33665E-03,1
+46.80000E-03,+16.03012E-03,1
+46.85000E-03,+8.49243E-03,1
+46.90000E-03,+18.54268E-03,1
+46.95000E-03,+27.33665E-03,1
+47.00000E-03,+38.64319E-03,1
+47.05000E-03,+27.33665E-03,1
+47.10000E-03,+3.20321602E+00,1
+47.15000E-03,+3.20321602E+00,1
+47.20000E-03,+3.21452255E+00,1
+47.25000E-03,+3.18437180E+00,1
+47.30000E-03,+3.20321602E+00,1
+47.35000E-03,+3.16552757E+00,1
+47.40000E-03,+3.20321602E+00,1
+47.45000E-03,+3.20321602E+00,1
+47.50000E-03,+3.20321602E+00,1
+47.55000E-03,+3.20195973E+00,1
+47.60000E-03,+3.21452255E+00,1
+47.65000E-03,+3.18185923E+00,1
+47.70000E-03,+3.20321602E+00,1
+47.75000E-03,+3.20195973E+00,1
+47.80000E-03,+3.17432154E+00,1
+47.85000E-03,+261.00499E-03,1
+47.90000E-03,+27.33665E-03,1
+47.95000E-03,+27.33665E-03,1
+48.00000E-03,+27.33665E-03,1
+48.05000E-03,+27.33665E-03,1
+48.10000E-03,+58.74369E-03,1
+48.15000E-03,+28.59293E-03,1
+48.20000E-03,+3.23211049E+00,1
+48.25000E-03,+3.20321602E+00,1
+48.30000E-03,+3.20321602E+00,1
+48.35000E-03,+3.20321602E+00,1
+48.40000E-03,+3.20321602E+00,1
+48.45000E-03,+3.22206024E+00,1
+48.50000E-03,+3.21200999E+00,1
+48.55000E-03,+3.20195973E+00,1
+48.60000E-03,+3.20321602E+00,1
+48.65000E-03,+3.20321602E+00,1
+48.70000E-03,+3.20321602E+00,1
+48.75000E-03,+3.20321602E+00,1
+48.80000E-03,+3.21452255E+00,1
+48.85000E-03,+3.20321602E+00,1
+48.90000E-03,+3.20321602E+00,1
+48.95000E-03,+3.20321602E+00,1
+49.00000E-03,+27.33665E-03,1
+49.05000E-03,+27.33665E-03,1
+49.10000E-03,+4.72359E-03,1
+49.15000E-03,+27.33665E-03,1
+49.20000E-03,+27.33665E-03,1
+49.25000E-03,+27.33665E-03,1
+49.30000E-03,+3.21200999E+00,1
+49.35000E-03,+3.24216074E+00,1
+49.40000E-03,+3.20321602E+00,1
+49.45000E-03,+3.22457280E+00,1
+49.50000E-03,+3.17180898E+00,1
+49.55000E-03,+3.20321602E+00,1
+49.60000E-03,+3.20321602E+00,1
+49.65000E-03,+3.18185923E+00,1
+49.70000E-03,+3.19442205E+00,1
+49.75000E-03,+3.24090446E+00,1
+49.80000E-03,+3.20321602E+00,1
+49.85000E-03,+3.18185923E+00,1
+49.90000E-03,+3.21200999E+00,1
+49.95000E-03,+3.16301501E+00,1
+50.00000E-03,+3.19190948E+00,1
+50.05000E-03,+3.22457280E+00,1
+50.10000E-03,+67.53766E-03,1
+50.15000E-03,-11.60807E-03,1
+50.20000E-03,+27.33665E-03,1
+50.25000E-03,-12.86435E-03,1
+50.30000E-03,-4.07038E-03,1
+50.35000E-03,+26.08037E-03,1
+50.40000E-03,+3.20321602E+00,1
+50.45000E-03,+3.22457280E+00,1
+50.50000E-03,+3.20321602E+00,1
+50.55000E-03,+3.20321602E+00,1
+50.60000E-03,+3.19190948E+00,1
+50.65000E-03,+3.22206024E+00,1
+50.70000E-03,+3.20321602E+00,1
+50.75000E-03,+3.20321602E+00,1
+50.80000E-03,+3.17432154E+00,1
+50.85000E-03,+3.20321602E+00,1
+50.90000E-03,+3.17180898E+00,1
+50.95000E-03,+3.20321602E+00,1
+51.00000E-03,+3.23211049E+00,1
+51.05000E-03,+3.20321602E+00,1
+51.10000E-03,+3.20321602E+00,1
+51.15000E-03,+3.20195973E+00,1
+51.20000E-03,+27.33665E-03,1
+51.25000E-03,+8.49243E-03,1
+51.30000E-03,-12.86435E-03,1
+51.35000E-03,+27.33665E-03,1
+51.40000E-03,+9.74871E-03,1
+51.45000E-03,+27.33665E-03,1
+51.50000E-03,+3.18562808E+00,1
+51.55000E-03,+3.20321602E+00,1
+51.60000E-03,+3.20321602E+00,1
+51.65000E-03,+3.18185923E+00,1
+51.70000E-03,+3.17180898E+00,1
+51.75000E-03,+3.24090446E+00,1
+51.80000E-03,+3.19190948E+00,1
+51.85000E-03,+3.20321602E+00,1
+51.90000E-03,+3.21200999E+00,1
+51.95000E-03,+3.20321602E+00,1
+52.00000E-03,+3.21452255E+00,1
+52.05000E-03,+3.20321602E+00,1
+52.10000E-03,+3.23462305E+00,1
+52.15000E-03,+3.20447230E+00,1
+52.20000E-03,+3.20321602E+00,1
+52.25000E-03,+3.20321602E+00,1
+52.30000E-03,+116.53263E-03,1
+52.35000E-03,-11.60807E-03,1
+52.40000E-03,+27.33665E-03,1
+52.45000E-03,+5.97987E-03,1
+52.50000E-03,+27.33665E-03,1
+52.55000E-03,+27.33665E-03,1
+52.60000E-03,+1.95321603E+00,1
+52.65000E-03,+3.22206024E+00,1
+52.70000E-03,+3.21200999E+00,1
+52.75000E-03,+3.20321602E+00,1
+52.80000E-03,+3.23211049E+00,1
+52.85000E-03,+3.20321602E+00,1
+52.90000E-03,+3.23462305E+00,1
+52.95000E-03,+3.20447230E+00,1
+53.00000E-03,+3.21452255E+00,1
+53.05000E-03,+3.22206024E+00,1
+53.10000E-03,+3.24341702E+00,1
+53.15000E-03,+3.20321602E+00,1
+53.20000E-03,+3.20321602E+00,1
+53.25000E-03,+3.20321602E+00,1
+53.30000E-03,+3.18060295E+00,1
+53.35000E-03,+3.24341702E+00,1
+53.40000E-03,+3.20321602E+00,1
+53.45000E-03,+27.33665E-03,1
+53.50000E-03,+27.33665E-03,1
+53.55000E-03,+27.33665E-03,1
+53.60000E-03,+56.23113E-03,1
+53.65000E-03,+27.33665E-03,1
+53.70000E-03,-4.07038E-03,1
+53.75000E-03,+3.20321602E+00,1
+53.80000E-03,+3.24341702E+00,1
+53.85000E-03,+3.22206024E+00,1
+53.90000E-03,+3.23462305E+00,1
+53.95000E-03,+3.20321602E+00,1
+54.00000E-03,+3.20321602E+00,1
+54.05000E-03,+3.20321602E+00,1
+54.10000E-03,+3.22582908E+00,1
+54.15000E-03,+3.20321602E+00,1
+54.20000E-03,+3.20321602E+00,1
+54.25000E-03,+3.20321602E+00,1
+54.30000E-03,+3.20321602E+00,1
+54.35000E-03,+3.20321602E+00,1
+54.40000E-03,+3.23211049E+00,1
+54.45000E-03,+3.20321602E+00,1
+54.50000E-03,+3.20321602E+00,1
+54.55000E-03,+27.33665E-03,1
+54.60000E-03,+27.33665E-03,1
+54.65000E-03,+8.49243E-03,1
+54.70000E-03,+27.33665E-03,1
+54.75000E-03,+26.08037E-03,1
+54.80000E-03,+16.03012E-03,1
+54.85000E-03,+3.22206024E+00,1
+54.90000E-03,+3.20321602E+00,1
+54.95000E-03,+3.20447230E+00,1
+55.00000E-03,+3.20321602E+00,1
+55.05000E-03,+3.20321602E+00,1
+55.10000E-03,+3.24341702E+00,1
+55.15000E-03,+3.16552757E+00,1
+55.20000E-03,+3.20321602E+00,1
+55.25000E-03,+3.20321602E+00,1
+55.30000E-03,+3.19442205E+00,1
+55.35000E-03,+3.20321602E+00,1
+55.40000E-03,+3.20321602E+00,1
+55.45000E-03,+3.20321602E+00,1
+55.50000E-03,+3.23462305E+00,1
+55.55000E-03,+3.20321602E+00,1
+55.60000E-03,+3.23211049E+00,1
+55.65000E-03,+27.33665E-03,1
+55.70000E-03,+58.74369E-03,1
+55.75000E-03,+27.33665E-03,1
+55.80000E-03,-1.55782E-03,1
+55.85000E-03,+27.33665E-03,1
+55.90000E-03,+58.74369E-03,1
+55.95000E-03,+3.24216074E+00,1
+56.00000E-03,+3.21452255E+00,1
+56.05000E-03,+3.18185923E+00,1
+56.10000E-03,+3.20321602E+00,1
+56.15000E-03,+3.20321602E+00,1
+56.20000E-03,+3.23211049E+00,1
+56.25000E-03,+3.20321602E+00,1
+56.30000E-03,+3.20321602E+00,1
+56.35000E-03,+3.20321602E+00,1
+56.40000E-03,+3.20321602E+00,1
+56.45000E-03,+3.18185923E+00,1
+56.50000E-03,+3.21200999E+00,1
+56.55000E-03,+3.24216074E+00,1
+56.60000E-03,+3.20321602E+00,1
+56.65000E-03,+3.20321602E+00,1
+56.70000E-03,+3.20321602E+00,1
+56.75000E-03,+26.08037E-03,1
+56.80000E-03,+27.33665E-03,1
+56.85000E-03,+27.33665E-03,1
+56.90000E-03,+27.33665E-03,1
+56.95000E-03,+26.08037E-03,1
+57.00000E-03,-1.55782E-03,1
+57.05000E-03,+3.18437180E+00,1
+57.10000E-03,+3.20321602E+00,1
+57.15000E-03,+3.20321602E+00,1
+57.20000E-03,+3.20321602E+00,1
+57.25000E-03,+3.20321602E+00,1
+57.30000E-03,+3.23462305E+00,1
+57.35000E-03,+3.24216074E+00,1
+57.40000E-03,+3.20321602E+00,1
+57.45000E-03,+3.20321602E+00,1
+57.50000E-03,+3.17180898E+00,1
+57.55000E-03,+3.24216074E+00,1
+57.60000E-03,+3.21452255E+00,1
+57.65000E-03,+3.22206024E+00,1
+57.70000E-03,+3.23462305E+00,1
+57.75000E-03,+3.24216074E+00,1
+57.80000E-03,+3.20321602E+00,1
+57.85000E-03,+2.34894467E+00,1
+57.90000E-03,+27.33665E-03,1
+57.95000E-03,+26.08037E-03,1
+58.00000E-03,+16.03012E-03,1
+58.05000E-03,+27.33665E-03,1
+58.10000E-03,+27.33665E-03,1
+58.15000E-03,+2.80874366E+00,1
+58.20000E-03,+3.24341702E+00,1
+58.25000E-03,+3.20321602E+00,1
+58.30000E-03,+3.17180898E+00,1
+58.35000E-03,+3.20321602E+00,1
+58.40000E-03,+3.20321602E+00,1
+58.45000E-03,+3.22457280E+00,1
+58.50000E-03,+3.20321602E+00,1
+58.55000E-03,+3.24216074E+00,1
+58.60000E-03,+3.22080396E+00,1
+58.65000E-03,+3.20321602E+00,1
+58.70000E-03,+3.20321602E+00,1
+58.75000E-03,+3.20321602E+00,1
+58.80000E-03,+3.20321602E+00,1
+58.85000E-03,+3.20321602E+00,1
+58.90000E-03,+3.23462305E+00,1
+58.95000E-03,+3.20447230E+00,1
+59.00000E-03,-1.55782E-03,1
+59.05000E-03,+27.33665E-03,1
+59.10000E-03,+27.33665E-03,1
+59.15000E-03,+27.33665E-03,1
+59.20000E-03,+44.92459E-03,1
+59.25000E-03,+8.49243E-03,1
+59.30000E-03,+3.23462305E+00,1
+59.35000E-03,+3.24216074E+00,1
+59.40000E-03,+3.23211049E+00,1
+59.45000E-03,+3.20321602E+00,1
+59.50000E-03,+3.24341702E+00,1
+59.55000E-03,+3.20321602E+00,1
+59.60000E-03,+3.17432154E+00,1
+59.65000E-03,+3.20321602E+00,1
+59.70000E-03,+3.24341702E+00,1
+59.75000E-03,+3.20321602E+00,1
+59.80000E-03,+3.20321602E+00,1
+59.85000E-03,+3.20321602E+00,1
+59.90000E-03,+3.23462305E+00,1
+59.95000E-03,+3.20321602E+00,1
+60.00000E-03,+3.20321602E+00,1
+60.05000E-03,+3.22206024E+00,1
+60.10000E-03,+36.13062E-03,1
+60.15000E-03,+27.33665E-03,1
+60.20000E-03,-1.55782E-03,1
+60.25000E-03,+27.33665E-03,1
+60.30000E-03,-4.07038E-03,1
+60.35000E-03,+27.33665E-03,1
+60.40000E-03,+3.20321602E+00,1
+60.45000E-03,+3.20321602E+00,1
+60.50000E-03,+3.21200999E+00,1
+60.55000E-03,+3.24216074E+00,1
+60.60000E-03,+3.20321602E+00,1
+60.65000E-03,+3.20321602E+00,1
+60.70000E-03,+3.20321602E+00,1
+60.75000E-03,+3.24216074E+00,1
+60.80000E-03,+3.24341702E+00,1
+60.85000E-03,+3.20572858E+00,1
+60.90000E-03,+3.21200999E+00,1
+60.95000E-03,+3.20447230E+00,1
+61.00000E-03,+3.20321602E+00,1
+61.05000E-03,+3.22206024E+00,1
+61.10000E-03,+3.20321602E+00,1
+61.15000E-03,+3.24341702E+00,1
+61.20000E-03,+16.03012E-03,1
+61.25000E-03,+27.33665E-03,1
+61.30000E-03,+27.33665E-03,1
+61.35000E-03,+26.08037E-03,1
+61.40000E-03,-12.86435E-03,1
+61.45000E-03,+8.49243E-03,1
+61.50000E-03,+3.24341702E+00,1
+61.55000E-03,+3.20321602E+00,1
+61.60000E-03,+3.20321602E+00,1
+61.65000E-03,+3.20321602E+00,1
+61.70000E-03,+3.17180898E+00,1
+61.75000E-03,+3.20447230E+00,1
+61.80000E-03,+3.20321602E+00,1
+61.85000E-03,+3.20321602E+00,1
