13002672,0.000000
13023121,1.746035
13043362,4.391527
13063546,10.529137
13083731,7.513285
13103946,7.513285
13124164,9.788424
13144349,11.005366
13164531,11.217005
13184737,11.428644
13204948,14.444544
13225129,12.381036
13245349,12.328134
13265526,12.645591
13285700,12.857235
13305870,10.264624
13326052,13.121784
13346296,17.195881
13366470,13.280487
13386651,10.793710
13406832,13.650894
13427044,13.809609
13447221,13.968349
13467402,13.756704
13487580,16.084719
13507789,13.809586
13527978,11.587381
13548195,13.809586
13568365,13.703823
13588572,13.703823
13608747,14.021260
13628929,13.756701
13649111,13.703796
13669319,14.179987
13689494,13.809612
13709668,16.190588
13729844,13.915432
13750027,13.809622
13770203,13.915432
13790386,13.915432
13810597,13.862538
13830773,13.756704
13850960,17.619158
13871169,13.809609
13891352,13.650894
13911530,13.597989
13931742,13.280487
13951915,13.492131
13972126,13.280535
13992300,13.597918
14012479,13.650894
14032663,13.650894
14052880,13.915438
14073061,13.809616
14093297,14.021258
14113476,14.232901
14133658,15.079474
14153870,13.703799
14174044,13.862527
14194222,13.756704
14214402,16.243494
14234575,13.915432
14254751,13.703799
14274929,13.439250
14295112,13.862514
14315326,14.074159
14335503,11.375737
14355675,13.809609
14375851,14.074159
14396034,11.111188
14416252,13.333464
14436429,14.920712
14456610,11.375713
14476825,11.375713
14497005,13.703788
14517188,13.809622
14537396,13.809616
14557574,13.756711
14577751,17.883707
14597923,12.486846
14618101,13.703775
14638282,13.809633
14658454,13.756728
14678639,13.968349
14698857,13.968349
14719034,14.391613
14739249,13.756704
14759428,14.074206
14779607,13.809609
14799790,13.703799
14820007,13.650894
14840186,13.756680
14860361,12.592697
14880604,13.597918
14900781,13.439226
14920960,13.439226
14941147,18.095356
14961334,14.127076
14981517,14.074162
15001723,14.285803
15021905,14.127084
15042081,13.809625
15062266,13.756704
15082478,15.291095
15102653,13.650894
15122832,13.703799
15143011,13.915443
15163190,13.545084
15183402,13.650894
15203584,12.222314
15223760,13.862514
15243935,13.756704
15264117,11.375737
15284330,13.862491
15304510,17.143011
15324690,11.428595
15344900,13.915443
15365077,13.915443
15385262,13.121778
15405451,13.915438
15425631,13.809612
15445816,14.761993
15466029,12.222305
15486205,13.650894
15506379,13.862527
15526555,17.830790
15546732,13.650883
15566911,13.703799
15587089,13.862527
15607267,13.862514
15627486,13.862538
15647666,13.227630
15667843,14.709115
15688051,13.809609


time(us),Degree pr Sec
13001806,0.000000
13022220,5.343914
13042425,4.338646
13062613,6.296301
13082799,7.619047
13102973,9.100628
13123160,9.100628
13143388,10.634989
13163596,11.375737
13183769,11.851928
13203949,12.275218
13224129,12.804312
13244309,15.555652
13264529,10.423332
13284710,13.227606
13304920,13.386321
13325100,13.386333
13345278,13.545073
13365459,13.703799
13385682,14.074159
13405861,11.164117
13426096,13.650894
13446272,13.862491
13466445,15.185237
13486631,13.809609
13506812,11.375713
13527023,13.597918
13547199,13.650894
13567373,13.597965
13587545,13.756704
13607721,5.185217
13627899,14.232892
13648082,13.862527
13668260,14.021256
13688437,17.777891
13708646,12.539765
13728822,13.492144
13749031,13.650894
13769208,13.545073
13789391,13.386345
13809605,13.968349
13829782,13.862538
13849958,13.915420
13870135,13.809633
13890311,12.645602
13910488,15.767264
13930706,14.021254
13950884,13.756704
13971059,13.862467
13991230,17.142916
14011407,13.809633
14031585,13.650894
14051761,13.650894
14071945,11.957753
14092157,13.809609
14112339,13.756701
14132554,14.179987
14152737,13.968355
14172909,13.703775
14193085,14.179993
14213255,16.772581
14233432,13.968337
14253608,13.015950
14273782,13.756704
14293967,13.597965
14314175,14.021254
14334348,13.756704
14354558,13.915467
14374735,13.862514
14394915,11.111164
14415138,13.650894
14435353,17.619133
14455531,13.915443
14475714,14.074183
14495889,14.074183
14516068,12.010664
