Time,RAW,DEGREE,ANGULAR_MOMENTUM,,,,,,,,,,,,,,,,,
0.246,0.10544,40.295479,9.51,,,0.226,9.91,,,,,,,,,,,,,
0.248,0.13072,49.956612,9.66,,,0.228,9.84,,,,,,,,,,,,,
0.25,0.15504,59.250858,9.29,,,0.23,9.81,,,,,,,,,,,,,
0.252,0.18,68.789703,9.54,,,0.232,9.88,,,,,,,,,,,,,
0.254,0.20512,78.389687,9.60,,,0.234,9.81,,,,,,,,,,,,,
0.256,0.23088,88.234261,9.84,,,0.236,9.88,,,,,,,,,,,,,
0.258,0.25776,98.506844,10.27,,,0.238,9.75,,,,,,,,,,,,,
0.26,0.28224,107.862251,9.36,,,0.24,9.88,,,,,,,,,,,,,
0.262,0.30672,117.217644,9.36,,,0.242,9.75,,,,,,,,,,,,,
0.264,0.332,126.878777,9.66,,,0.244,10.09,,,,,,,,,,,,,
0.266,0.35696,136.417618,9.54,,,0.246,9.97,,,,,,,,,,,,,
0.268,0.38192,145.956467,9.54,,,0.248,9.72,,,,,,,,,,,,,
0.27,0.40728,155.648163,9.69,,,0.25,9.88,,,,,,,,,,,,,
0.272,0.43216,165.156418,9.51,,,0.252,9.84,,,,,,,,,,,,,
0.274,0.45768,174.909271,9.75,,,0.254,10.00,,,,,,,,,,,,,
0.276,0.4832,184.66214,9.75,,,0.256,10.95,,,,,,,,,,,,,
0.278,0.5088,194.445557,9.78,,,0.258,10.21,,,,,,,,,,,,,
0.28,0.53376,203.98439,9.54,,,0.26,10.00,,,,,,,,,,,,,
0.282,0.55816,213.309219,9.32,,,0.262,9.84,,,,,,,,,,,,,
0.284,0.5844,223.337219,10.03,,,0.264,9.94,,,,,,,,,,,,,
0.286,0.61,233.120651,9.78,,,0.266,9.94,,,,,,,,,,,,,
0.288,0.63592,243.026367,9.91,,,0.268,9.97,,,,,,,,,,,,,
0.29,0.66232,253.115524,10.09,,,0.27,9.66,,,,,,,,,,,,,
0.292,0.68784,262.868378,9.75,,,0.272,9.75,,,,,,,,,,,,,
0.294,0.71392,272.835236,9.97,,,0.274,9.69,,,,,,,,,,,,,
0.296,0.73992,282.771545,9.94,,,0.276,9.88,,,,,,,,,,,,,
0.298,0.76472,292.249237,9.48,,,0.278,9.94,,,,,,,,,,,,,
0.3,0.78992,301.879761,9.63,,,0.28,9.75,,,,,,,,,,,,,
0.302,0.81464,311.326904,9.45,,,0.282,,,,,,,,,,,,,,
0.304,0.84032,321.1409,9.81,,,0.284,,,,,,,,,,,,,,
0.306,0.86464,330.43515,9.29,,,0.286,9.84,,,,,,,,,,,,,
0.308,0.89032,340.249146,9.81,,,0.288,9.91,,,,,,,,,,,,,
0.31,0.91584,350.002014,9.75,,,0.29,9.94,,,,,,,,,,,,,
0.312,0.9412,359.693695,9.69,,,0.292,9.72,,,,,,,,,,,,,
0.314,0.85992,328.631348,,,,0.294,9.78,,,,,,,,,,,,,
0.316,0.05408,20.667482,,,,0.296,10.15,,,,,,,,,,,,,
0.318,0.08008,30.603775,9.94,,,0.298,9.91,,,,,,,,,,,,,
0.32,0.1056,40.356625,9.75,,,0.3,9.84,,,,,,,,,,,,,
0.322,0.13056,49.895462,9.54,,,0.302,9.81,,,,,,,,,,,,,
0.324,0.15528,59.342579,9.45,,,0.304,9.75,,,,,,,,,,,,,
0.326,0.18,68.789703,9.45,,,0.306,9.81,,,,,,,,,,,,,
0.328,0.20448,78.145103,9.36,,,0.308,9.66,,,,,,,,,,,,,
0.33,0.22952,87.714508,9.57,,,0.31,9.97,,,,,,,,,,,,,
0.332,0.25448,97.253349,9.54,,,0.312,9.48,,,,,,,,,,,,,
0.334,0.27968,106.883911,9.63,,,0.314,10.49,,,,,,,,,,,,,
0.336,0.30504,116.575615,9.69,,,0.316,9.75,,,,,,,,,,,,,
0.338,0.33008,126.145027,9.57,,,0.318,9.78,,,,,,,,,,,,,
0.34,0.35584,135.989594,9.84,,,0.32,9.88,,,,,,,,,,,,,
0.342,0.38168,145.864746,9.88,,,0.322,9.88,,,,,,,,,,,,,
0.344,0.4072,155.617584,9.75,,,0.324,9.48,,,,,,,,,,,,,
0.346,0.432,165.095291,9.48,,,0.326,10.06,,,,,,,,,,,,,
0.348,0.45848,175.215012,10.12,,,,,,,,,,,,,,,,,
0.35,0.48368,184.845566,9.63,,,,,,,,,,,,,,,,,
0.352,0.5092,194.598404,9.75,,,,,,,,,,,,,,,,,
